author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Основа;developer;https://www.cian.ru/sale/flat/308016342/;Москва и МО;sale;flat;20;28;4;90.1;36760800;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/291881729/;Москва и МО;sale;flat;2;11;4;129.1;65000000;Раменки;Винницкая ;8к4;Раменки;Настоящее
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/300654989/;Москва и МО;sale;flat;6;7;4;153.5;106500000;Петроградский;Песочная набережная;40;Чкаловская;
BrokerStreet;representative_developer;https://kaliningrad.cian.ru/sale/flat/290325244/;Москва и МО;sale;flat;10;14;4;117.3;21114000;Ленинградский; Молодой Гвардии;34к3;;Русская Европа
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308405074/;Москва и МО;sale;flat;40;53;4;165.0;134529359;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/303630217/;Москва и МО;sale;flat;10;10;4;215.0;285000000;Тверской;Страстной бульвар;10к1;Пушкинская;
Capital Group;representative_developer;https://www.cian.ru/sale/flat/304746745/;Москва и МО;sale;flat;16;41;4;117.95;51308250;Пресненский;;;Шелепиха;Хедлайнер ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/306369708/;Москва и МО;sale;flat;6;7;4;167.5;157500000;Раменки;Минская ;2Вк1;Минская;Снегири Эко
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307640044/;Москва и МО;sale;flat;18;21;4;273.0;400000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Level Group;developer;https://www.cian.ru/sale/flat/308713755/;Москва и МО;sale;flat;2;9;4;78.2;24160272;Нижегородский;;;Нижегородская;Левел Нижегородская ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308552358/;Москва и МО;sale;flat;5;19;4;125.0;128000000;Беговой;Ленинградский проспект;29к1;Динамо;Царская площадь
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306872863/;Москва и МО;sale;flat;11;12;4;254.0;320000000;Пресненский;Шведский тупик;3;Тверская;
Эталон;developer;https://www.cian.ru/sale/flat/306036458/;Москва и МО;sale;flat;2;17;4;115.0;42010840;Даниловский;набережная Марка Шагала;15к1;Технопарк;Shagal
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305017608/;Москва и МО;sale;flat;9;20;4;96.0;60900000;Замоскворечье;Летниковская ;;Павелецкая;Voxhall
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/308450917/;Москва и МО;sale;flat;4;8;4;160.0;135000000;Мещанский;Малый Сухаревский переулок;7;Цветной бульвар;
Группа Родина;developer;https://www.cian.ru/sale/flat/293200689/;Москва и МО;sale;flat;13;13;4;130.6;44342800;; 1-я Ватутинская;12к2;Ватутинки;Russian Design District
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/296458781/;Москва и МО;sale;flat;2;7;4;161.6;265500000;Арбат; Малая Молчановка;8;Арбатская;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308398953/;Москва и МО;sale;flat;4;40;4;81.4;44900000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/297863432/;Москва и МО;sale;flat;7;8;4;120.7;96560000;Петроградский;набережная Реки Карповки;31к1;Петроградская;Северная Корона
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308573956/;Москва и МО;sale;flat;47;55;4;108.36;50000000;Марьина роща; 4-я Марьиной рощи;12К1;Марьина Роща;Mod
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/303572167/;Москва и МО;sale;flat;10;10;4;189.0;185000000;Тверской;Страстной бульвар;10к1;Пушкинская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302801154/;Москва и МО;sale;flat;11;11;4;179.2;105000000;Басманный;Старая Басманная ;10С5;Курская;KAZAKOV Grand Loft
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/266246560/;Москва и МО;sale;flat;18;59;4;143.0;48000000;Ростокино;проспект Мира;188Бк3;Ростокино;Триколор
MR Group;developer;https://www.cian.ru/sale/flat/307962290/;Москва и МО;sale;flat;36;48;4;94.69;31464909;Покровское-Стрешнево;Волоколамское шоссе;95/1к1;Трикотажная;City Bay
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/302535803/;Москва и МО;sale;flat;8;9;4;150.0;231523500;Раменки;Мосфильмовская ;1к9;Ломоносовский проспект;Вишневый сад
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/263705047/;Москва и МО;sale;flat;7;14;4;190.5;56900000;Кунцево;Молодогвардейская ;8к1;Кунцевская;
Магазин новостроек;representative_developer;https://anapa.cian.ru/sale/flat/305504909/;Москва и МО;sale;flat;3;7;4;121.8;42934500;;;;;SunGarden
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302627595/;Москва и МО;sale;flat;4;6;4;231.1;462200000;Хамовники;Курсовой переулок;10/1;Кропоткинская;Nabokov
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/308934356/;Москва и МО;sale;flat;8;53;4;231.0;160000000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Эталон;developer;https://ekb.cian.ru/sale/flat/308412289/;Москва и МО;sale;flat;19;25;4;71.29;8623444;Железнодорожный;Сортировочный жилрайон;;Уральская;Раута ЖК
NF Group Country - ex-Knight Frank Russia;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303199796/;Москва и МО;sale;flat;5;5;4;228.0;140000000;;;;;Жуковка Шале
Наргиз Султанова;realtor;https://www.cian.ru/sale/flat/308310795/;Москва и МО;sale;flat;3;4;4;211.6;202000000;Пресненский;Малый Кисловский переулок;7;Арбатская;
ASTERUS;developer;https://www.cian.ru/sale/flat/308481168/;Москва и МО;sale;flat;7;14;4;107.8;52094748;Покровское-Стрешнево;;;Спартак;Алиа ЖК
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308068106/;Москва и МО;sale;flat;8;9;4;144.0;180000000;Раменки;Мосфильмовская ;1к6;Ломоносовский проспект;Вишневый сад
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307701788/;Москва и МО;sale;flat;6;8;4;233.2;430000000;Хамовники;переулок Хилков;1;Парк Культуры;Парк Палас
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305023578/;Москва и МО;sale;flat;4;10;4;82.4;90112640;Адлерский;Адлер жилрайон;;;Гостиничный комплекс 
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307022660/;Москва и МО;sale;flat;36;48;4;146.0;74900000;Раменки;Мосфильмовская ;70к2;Ломоносовский проспект;Воробьевы Горы
Светлана Кадай;realtor;https://odintsovo.cian.ru/sale/flat/308241094/;Москва и МО;sale;flat;4;4;4;152.0;20500000;;;;;Успенский квартал (Горки-8)
Брусника;developer;https://ekb.cian.ru/sale/flat/306218856/;Москва и МО;sale;flat;2;9;4;118.54;14420000;;;;Ботаническая;Брусника в Академическом ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307221415/;Москва и МО;sale;flat;5;21;4;124.0;69000000;Раменки;Мичуринский проспект;26;Раменки;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307477078/;Москва и МО;sale;flat;5;6;4;157.4;250000000;Замоскворечье;Садовническая набережная;7;Новокузнецкая;BALCHUG VIEWPOINT
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/303252460/;Москва и МО;sale;flat;2;24;4;74.7;57519000;Хостинский;Курортный проспект;108;;Сан Сити
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/303619557/;Москва и МО;sale;flat;9;16;4;120.0;52900000;Коньково; Островитянова;11К1;Коньково;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302556133/;Москва и МО;sale;flat;4;9;4;185.0;228750000;Хамовники; Остоженка;25;Парк Культуры;
AFI Development;developer;https://www.cian.ru/sale/flat/304447844/;Москва и МО;sale;flat;2;53;4;100.4;37578114;Свиблово;проезд Серебрякова;11-13к1;Ботанический сад;Afi Tower
Метриум Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301945082/;Москва и МО;sale;flat;4;6;4;231.1;462200000;Хамовники;Курсовой переулок;10/1;Кропоткинская;Nabokov
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/305779304/;Москва и МО;sale;flat;19;50;4;213.8;119950000;Хорошевский;Чапаевский переулок;3;Аэропорт;Триумф-Палас
Optima Development;developer;https://www.cian.ru/sale/flat/305654496/;Москва и МО;sale;flat;2;41;4;129.0;74936000;Хорошевский;Ленинградский проспект;37/1;ЦСКА;Прайм Парк
ID 80865748;unknown;https://spb.cian.ru/sale/flat/308209934/;Москва и МО;sale;flat;8;8;4;117.6;41983200;Петроградский;проспект Малый Петроградской стороны;79-81-83;Петроградская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308133623/;Москва и МО;sale;flat;2;14;4;170.6;450000000;Якиманка;Большой Толмачевский переулок;5С5;Полянка;Дом Лаврушинский
Квадрат;real_estate_agent;https://lipetsk.cian.ru/sale/flat/300153210/;Москва и МО;sale;flat;1;10;4;82.6;5450000;Октябрьский; П.А. Папина;9;;
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/sale/flat/306689246/;Москва и МО;sale;flat;7;9;4;159.8;58990000;Петроградский;Петровский проспект;11к2;Крестовский остров;Neva Haus
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/sale/flat/304926018/;Москва и МО;sale;flat;5;10;4;143.1;99980000;Петроградский;Ждановская ;45;Чкаловская;Леонтьевский мыс
Гарант Плюс Недвижимость;real_estate_agent;https://lipetsk.cian.ru/sale/flat/302786802/;Москва и МО;sale;flat;9;10;4;77.0;6200000;мкр. 24-й;бульвар Имени Павла Шубина;9;;
Гарант Плюс Недвижимость;real_estate_agent;https://lipetsk.cian.ru/sale/flat/301206047/;Москва и МО;sale;flat;6;9;4;78.0;6500000;Октябрьский;Индустриальная ;2;;
Метражи group;real_estate_agent;https://korolev.cian.ru/sale/flat/303470752/;Москва и МО;sale;flat;6;14;4;119.2;19500000;; Горького;43;Медведково;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307391480/;Москва и МО;sale;flat;4;30;4;95.1;39900000;Очаково-Матвеевское;Озерная ;;Озёрная;Level Мичуринский
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/287675576/;Москва и МО;sale;flat;10;17;4;106.0;46000000;Лефортово;проезд Невельского;6к2;Авиамоторная;Символ
Эльмира Эмирова;realtor;https://www.cian.ru/sale/flat/308692395/;Москва и МО;sale;flat;21;22;4;98.0;49900000;Даниловский; Архитектора Щусева;5к2;ЗИЛ;ЗИЛАРТ
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/307145180/;Москва и МО;sale;flat;6;14;4;135.8;65000000;Фили-Давыдково;Звенигородская ;5;Кунцевская;
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308625761/;Москва и МО;sale;flat;8;16;4;156.0;68300000;Тимирязевский;Ивановская ;16А;Тимирязевская;Кверкус
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304514936/;Москва и МО;sale;flat;4;30;4;127.3;71000000;Якиманка;Мытная ;40к4;Шаболовская;Sky House
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302460783/;Москва и МО;sale;flat;13;30;4;127.5;75500000;Якиманка;Мытная ;40к1;Серпуховская;Sky House
SKOLKOVO НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/308288645/;Москва и МО;sale;flat;3;17;4;131.85;78000000;Раменки;Мичуринский проспект;34;Раменки;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539766/;Москва и МО;sale;flat;7;25;4;166.0;85000000;Аэропорт;Ленинградский проспект;36с40;Динамо;ВТБ Арена парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/303123517/;Москва и МО;sale;flat;5;7;4;190.1;135000000;Мещанский; Гиляровского;55;Проспект Мира;Дом на Гиляровского
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307316777/;Москва и МО;sale;flat;3;4;4;130.0;150000000;Хамовники;Малый Левшинский переулок;10;Парк Культуры;
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/293426922/;Москва и МО;sale;flat;63;79;4;225.0;209250000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/305969443/;Москва и МО;sale;flat;6;8;4;197.2;220000000;Арбат; Арбат;24;Смоленская;Turandot Residences
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308690852/;Москва и МО;sale;flat;3;11;4;195.0;235000000;Басманный;Казарменный переулок;3;Курская;Дом на Покровском бульваре
Дмитрий Евдокимов;realtor;https://www.cian.ru/sale/flat/306451842/;Москва и МО;sale;flat;5;11;4;179.06;241731000;Дорогомилово;;3к2;Парк Победы;Виктори Парк Резиденсез ЖК
IKON Development;developer;https://www.cian.ru/sale/flat/302839433/;Москва и МО;sale;flat;21;21;4;212.7;276510000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
TWEED;real_estate_agent;https://www.cian.ru/sale/flat/307995298/;Москва и МО;sale;flat;5;9;4;228.0;320000000;Басманный;Казарменный переулок;3;Курская;Дом на Покровском бульваре
Андрей Давыдов;realtor;https://www.cian.ru/sale/flat/298792040/;Москва и МО;sale;flat;3;8;4;139.0;353496000;Якиманка;Большой Толмачевский переулок;5С5;Полянка;Дом Лаврушинский
IKON Development;developer;https://www.cian.ru/sale/flat/302839460/;Москва и МО;sale;flat;21;21;4;239.4;359100000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296106329/;Москва и МО;sale;flat;7;7;4;273.8;765000000;Хамовники;Большой Левшинский переулок;11;Смоленская;Дворянское гнездо
Юрий Меликов;realtor;https://krasnodar.cian.ru/sale/flat/305548174/;Москва и МО;sale;flat;19;20;4;88.35;9418000;мкр. ХБК;Уральская ;100;;Альфа
Первый Трест;developer;https://ufa.cian.ru/sale/flat/303764026/;Москва и МО;sale;flat;3;32;4;94.82;16498700;Советский; Пархоменко;;;Grand Avenue
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301019003/;Москва и МО;sale;flat;2;17;4;121.09;23128190;Советский;ПК1-2;ПК1-2;Горки;Мой Ритм ЖК
ННДК;real_estate_agent;https://nn.cian.ru/sale/flat/295841918/;Москва и МО;sale;flat;16;19;4;125.85;29290000;Нижегородский; Александра Хохлова;3;Горьковская;Корица
ОАЗИС;real_estate_agent;https://kazan.cian.ru/sale/flat/292954466/;Москва и МО;sale;flat;3;4;4;141.1;69990000;Вахитовский;Федосеевская ;54;Кремлёвская;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304640364/;Москва и МО;sale;flat;35;42;4;96.2;42400000;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299012448/;Москва и МО;sale;flat;9;10;4;115.0;56900000;Даниловский;проспект Лихачева;12к3;Технопарк;Квартал на набережной NOW
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308335555/;Москва и МО;sale;flat;26;26;4;250.0;64850000;Тропарево-Никулино; Коштоянца;20К4;Юго-Западная;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297727468/;Москва и МО;sale;flat;7;20;4;177.8;77000000;Черемушки;Новочеремушкинская ;44К3;Профсоюзная;Адмирал
ID 9216616;homeowner;https://www.cian.ru/sale/flat/308180856/;Москва и МО;sale;flat;3;23;4;132.0;78000000;Раменки;Мичуринский проспект;34;Раменки;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308672658/;Москва и МО;sale;flat;18;18;4;187.4;99900000;Хорошевский; Гризодубовой;4К4;ЦСКА;Гранд-парк
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/307587054/;Москва и МО;sale;flat;6;9;4;165.0;110000000;Хамовники; Знаменка;13С1;Боровицкая;
Дипломат;developer;https://krym.cian.ru/sale/flat/292124975/;Москва и МО;sale;flat;4;5;4;369.1;143673288;;;;;Резиденция Дипломат
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/301628709/;Москва и МО;sale;flat;9;18;4;165.9;187380179;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297366236/;Москва и МО;sale;flat;18;18;4;230.0;189000000;Дорогомилово;Резервный проезд;4;Студенческая;Кутузовский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305009860/;Москва и МО;sale;flat;3;8;4;150.0;285000000;Красносельский;Костянский переулок;13;Сретенский бульвар;Клубный дом TURGENEV
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308882667/;Москва и МО;sale;flat;4;7;4;222.3;600392618;Хамовники; Ефремова;19к1;Фрунзенская;Knightsbridge Private Park
Зеленая долина;developer;https://kazan.cian.ru/sale/flat/293186686/;Москва и МО;sale;flat;1;7;4;104.3;11264400;;;;;Зеленая долина
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/295028502/;Москва и МО;sale;flat;2;4;4;108.59;13682340;с. Усады; Радужная;;;Новый свет
KELF;real_estate_agent;https://krasnoyarsk.cian.ru/sale/flat/286994888/;Москва и МО;sale;flat;9;9;4;78.0;3590000;Назарово; Арбузова;87;;
ID 73615899;homeowner;https://lipetsk.cian.ru/sale/flat/307710323/;Москва и МО;sale;flat;22;25;4;80.0;7350000;мкр. Дикое;Депутатская ;60;;На Депутатской
ТДСК;developer;https://kemerovo.cian.ru/sale/flat/302076522/;Москва и МО;sale;flat;1;10;4;84.3;8977950;Заводский;Южный мкр;;;Весна ЖК
АЯКС Ярославль;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/300444575/;Москва и МО;sale;flat;5;5;4;100.1;9900000;Ленинский;проспект Ленина;35;;
Конструктив Девелопмент;developer;https://krasnoyarsk.cian.ru/sale/flat/292228111/;Москва и МО;sale;flat;17;24;4;89.3;11162500;Кировский; Апрельская;9;;Прогресс — кварталы 
Луч;developer;https://yaroslavl.cian.ru/sale/flat/302968488/;Москва и МО;sale;flat;4;4;4;136.37;16599250;Заволжский;пос. Шевелюха;;;Ботаника
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/303638688/;Москва и МО;sale;flat;15;16;4;115.96;14495000;Черемушки мкр; Вишняковой;1/23к1;;Радонеж
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/288743028/;Москва и МО;sale;flat;9;25;4;122.98;36894000;мкр. Школьный; Школьная;1;;Сердце
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/304222574/;Москва и МО;sale;flat;11;12;4;258.5;230000000;Петроградский;Ждановская ;45;Чкаловская;Леонтьевский мыс
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/244803786/;Москва и МО;sale;flat;16;27;4;213.0;270000000;Центральный; Орджоникидзе;17;;Карат Апартментс
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/277032035/;Москва и МО;sale;flat;20;27;4;213.0;400000000;Центральный; Орджоникидзе;17;;Карат Апартментс
Железно;developer;https://izhevsk.cian.ru/sale/flat/302834471/;Москва и МО;sale;flat;3;6;4;81.0;9061688;;;;;ZNAK
Железно;developer;https://kirov.cian.ru/sale/flat/299095359/;Москва и МО;sale;flat;2;7;4;87.0;9763546;Ленинский;;;;Знак ЖК
Ваш выбор;representative_developer;https://volgograd.cian.ru/sale/flat/293886774/;Москва и МО;sale;flat;13;23;4;105.59;10569000;Дзержинский; 8-й Воздушной Армии;3;;ОМЕГА
Телецентр;developer;https://novosibirsk.cian.ru/sale/flat/301248797/;Москва и МО;sale;flat;2;9;4;79.69;12000000;Ленинский;;;Площадь Маркса;19/56 Кварталы Телецентра ЖК
ТУС;developer;https://cheboksary.cian.ru/sale/flat/266528342/;Москва и МО;sale;flat;11;14;4;107.45;14027000;Московский; Филиппа Лукина;16;;мкр. Университетский-2
Century 21 Premium Property;real_estate_agent;https://odintsovo.cian.ru/sale/flat/300463316/;Москва и МО;sale;flat;5;9;4;98.9;27000000;Заречье рп; Медовая;4;;Резиденции Сколково
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303029971/;Москва и МО;sale;flat;2;5;4;107.7;34950000;Дорогомилово;Студенческая ;35;Студенческая;
ID 20496277;unknown;https://www.cian.ru/sale/flat/299985533/;Москва и МО;sale;flat;2;14;4;93.4;36500000;Останкинский;Сельскохозяйственная ;39;Ботанический сад;Green park
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/307427534/;Москва и МО;sale;flat;6;8;4;116.1;37990000;Куркино;Соколово-Мещерская ;14;Молжаниново;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/307386734/;Москва и МО;sale;flat;5;19;4;92.0;53000000;Богородское;1-я Мясниковская ;2;Белокаменная;Соколиный форт
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/307393622/;Москва и МО;sale;flat;47;52;4;109.7;58500000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308491452/;Москва и МО;sale;flat;28;48;4;104.8;60000000;Ростокино; Вильгельма Пика;1;Ботанический сад;Режиссёр
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/308749085/;Москва и МО;sale;flat;20;29;4;100.0;60000000;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305927897/;Москва и МО;sale;flat;12;19;4;131.7;73500000;Пресненский; Пресненский Вал;21;Белорусская;Пресненский вал 21
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301838740/;Москва и МО;sale;flat;20;21;4;125.5;87000000;Басманный; Земляной Вал;37к1;Чкаловская;Дом Chkalov
333980;real_estate_agent;https://www.cian.ru/sale/flat/304107714/;Москва и МО;sale;flat;3;19;4;154.0;110000000;Раменки;Ломоносовский проспект;25к3;Университет;Dominion
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308810504/;Москва и МО;sale;flat;18;18;4;212.0;114000000;Даниловский; Серпуховский Вал;21к3;Шаболовская;Донской Олимп
Первостроитель;developer;https://ekb.cian.ru/sale/flat/272590591/;Москва и МО;sale;flat;13;25;4;123.4;24668000;Кировский; Мира;47;Геологическая;Проспект Мира. Компаунд
СК10;developer;https://rostov.cian.ru/sale/flat/271623910/;Москва и МО;sale;flat;3;9;4;128.1;29140000;Ленинский;Пушкинская ;97;;Пушкин
Унистрой;developer;https://kazan.cian.ru/sale/flat/295872512/;Москва и МО;sale;flat;1;8;4;107.25;33386000;Кировский;;;Козья слобода;Адмиралтейская Слобода ЖК
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939738/;Москва и МО;sale;flat;2;4;4;130.7;33982000;Вахитовский; Сары Садыковой;51А;Площадь Тукая;Комос на Тукая
Kingsman Elite Estate;real_estate_agent;https://saratov.cian.ru/sale/flat/301838789/;Москва и МО;sale;flat;18;37;4;140.0;35500000;Волжский;Славянская площадь;2;;Volga Sky
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/297310313/;Москва и МО;sale;flat;7;7;4;133.7;60200000;Центральный;Стремянная ;15/1;Маяковская;Дворцовая слобода
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/303577248/;Москва и МО;sale;flat;11;12;4;210.0;99000000;Петроградский; Глухая Зеленина;4;Чкаловская;Классика
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/303276864/;Москва и МО;sale;flat;3;9;4;146.0;99900000;Петроградский; Рюхина;10;Крестовский остров;
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/307484511/;Москва и МО;sale;flat;1;5;4;163.0;140000000;Петроградский;набережная Мартынова;74Г;Крестовский остров;
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/302072216/;Москва и МО;sale;flat;9;10;4;245.9;281000000;Петроградский;Ждановская ;45;Чкаловская;Леонтьевский мыс
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/304416820/;Москва и МО;sale;flat;2;21;4;150.0;300000000;Центральный;переулок Морской;1к1;;Александрийский Маяк
РиэлтСтройком;representative_developer;https://chelyabinsk.cian.ru/sale/flat/303584458/;Москва и МО;sale;flat;1;10;4;77.76;6335963;;;;;Экорайон Вишневая горка
Акрополь;real_estate_agent;https://ekb.cian.ru/sale/flat/306949549/;Москва и МО;sale;flat;3;5;4;74.3;7990000;Кировский; Смазчиков;8;Уральская;
ПЗСП;representative_developer;https://perm.cian.ru/sale/flat/301196997/;Москва и МО;sale;flat;15;16;4;81.56;8148300;д. Кондратово; Водопроводная;6/4;;Ближе
Железно;developer;https://ulyanovsk.cian.ru/sale/flat/303642547/;Москва и МО;sale;flat;3;4;4;86.0;8351700;Заволжский;Новый Город мкр;1;;Дивный сад
Железно;developer;https://ulyanovsk.cian.ru/sale/flat/303116014/;Москва и МО;sale;flat;1;7;4;78.0;8492886;Заволжский;Новый Город мкр;5;;Центрополис ЖК
РиэлтСтройком;representative_developer;https://chelyabinsk.cian.ru/sale/flat/298285446/;Москва и МО;sale;flat;4;23;4;60.72;8804400;Центральный;;;;Пятый Элемент ЖК
Торгинвест;developer;https://lipetsk.cian.ru/sale/flat/291337980/;Москва и МО;sale;flat;2;17;4;92.3;8975636;;;;;Атмосфера
ТСН Владис;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308069642/;Москва и МО;sale;flat;8;9;4;70.7;9100000;;Летная ;27;Медведково;
ПМД;developer;https://perm.cian.ru/sale/flat/301218756/;Москва и МО;sale;flat;1;9;4;69.8;9319000;Индустриальный; Карпинского;115;;Кварталы Свобода
Z-town;developer;https://voronezh.cian.ru/sale/flat/303786237/;Москва и МО;sale;flat;1;21;4;76.07;10797095;Железнодорожный;набережная Чуева;7;;Z-town
МонолитХолдинг;developer;https://krasnoyarsk.cian.ru/sale/flat/302881101/;Москва и МО;sale;flat;2;8;4;102.13;11979849;Октябрьский; Становая;1/1;;Юдинский
Термодом;developer;https://penza.cian.ru/sale/flat/292007242/;Москва и МО;sale;flat;3;24;4;121.27;12593380;с. Засечное;бульвар Прибрежный;5;;Созвездие
ФСК Агент;real_estate_agent;https://vidnoye.cian.ru/sale/flat/300980978/;Москва и МО;sale;flat;2;8;4;93.6;14300000;Поляна СНТ; Вишневая;;;Римский
Редфилд;developer;https://novosibirsk.cian.ru/sale/flat/296068632/;Москва и МО;sale;flat;8;24;4;83.35;14300000;Октябрьский;Ленинградская ;104;Октябрьская;For Stars
